,year,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city,statezip,country
805,2014,1270,5,2,311,769,2,0,0,3,311,0,106,0,31,98052,0
806,2014,1097,2,1,38,419,1,0,0,4,41,0,9,33,35,98119,0
807,2014,513,4,2,257,487,2,0,0,3,256,0,109,0,21,98038,0
808,2014,1353,3,2,219,798,1,0,0,5,65,117,4,0,35,98103,0
809,2014,215,3,2,177,1057,1,0,0,5,46,104,66,0,21,98038,0
810,2014,1029,3,2,125,92,3,0,0,3,127,0,113,3,35,98107,0
811,2014,1443,3,2,224,1054,1,0,2,4,81,109,47,32,35,98199,0
812,2014,1433,4,2,363,2667,2,0,0,3,362,0,96,0,42,98077,0
813,2014,650,3,2,298,2990,2,0,4,3,297,0,73,57,18,98032,0
814,2014,310,2,1,30,909,1,0,0,4,33,0,54,23,36,98133,0
815,2014,66,2,1,50,748,1,0,0,3,53,0,55,49,10,98198,0
816,2014,378,3,2,202,2839,1,0,0,4,132,54,78,44,14,98003,0
817,2014,762,3,2,189,1230,2,0,0,3,190,0,84,0,42,98072,0
818,2014,731,4,2,233,1296,2,0,0,4,232,0,101,0,32,98056,0
819,2014,377,3,2,174,883,2,0,0,3,176,0,105,0,18,98042,0
820,2014,1121,3,2,153,487,1,0,0,4,117,28,21,0,35,98105,0
821,2014,199,2,1,34,941,1,0,0,3,37,0,41,38,35,98106,0
822,2014,183,3,2,51,86,2,0,0,3,20,31,104,47,35,98126,0
823,2014,938,3,1,83,355,1,0,0,3,87,0,31,0,35,98116,0
824,2014,937,3,2,246,1380,2,0,0,3,245,0,103,0,38,98065,0
825,2014,73,3,1,49,2551,1,0,0,3,52,0,40,40,35,98146,0
826,2014,581,3,1,62,216,2,0,0,3,44,15,107,0,35,98144,0
827,2014,211,3,2,111,1325,1,0,0,3,44,54,82,0,18,98031,0
828,2014,1278,4,2,345,2384,2,0,0,3,345,0,103,0,16,98027,0
829,2014,1000,2,2,231,1816,1,0,0,3,230,0,90,53,5,98011,0
830,2014,581,4,2,304,1404,2,0,0,3,304,0,105,0,10,98198,0
831,2014,977,1,1,66,1066,1,0,0,3,70,0,20,23,35,98103,0
832,2014,1097,3,2,86,289,2,0,0,4,90,0,87,0,35,98112,0
833,2014,112,5,1,155,748,1,0,0,4,57,73,78,44,9,98042,0
834,2014,1150,4,2,349,2126,2,0,0,3,349,0,83,53,33,98074,0
835,2014,403,4,2,242,1677,2,0,0,3,241,0,103,0,21,98038,0
836,2014,455,3,1,70,694,1,0,0,4,75,0,60,45,3,98007,0
837,2014,874,2,1,69,702,1,0,0,4,74,0,37,0,35,98117,0
838,2014,762,3,3,185,2666,1,0,0,3,187,0,110,0,17,98028,0
839,2014,866,5,4,548,2069,2,0,3,4,432,202,91,0,23,98040,0
840,2014,585,3,2,107,143,2,0,0,3,90,10,105,0,16,98027,0
841,2014,845,4,2,254,702,2,0,0,3,253,0,109,0,38,98065,0
842,2014,1377,5,1,373,787,2,0,0,3,372,0,114,0,33,98074,0
843,2014,483,3,2,118,203,2,0,0,3,76,31,112,1,35,98126,0
844,2014,1207,5,2,354,1019,2,0,0,3,353,0,109,0,38,98065,0
845,2014,1108,3,2,213,247,2,0,0,3,212,0,108,0,16,98029,0
846,2014,595,3,3,173,221,3,0,0,3,175,0,107,0,36,98155,0
847,2014,866,4,3,529,1524,2,0,3,3,394,187,108,0,3,98006,0
848,2014,901,2,2,90,172,2,0,0,3,74,14,106,0,35,98122,0
849,2014,679,3,2,150,550,1,0,0,3,39,86,44,0,35,98199,0
850,2014,690,3,2,262,1534,2,0,0,3,261,0,86,0,32,98058,0
851,2014,354,5,2,185,1604,2,0,0,4,187,0,94,0,12,98022,0
852,2014,1046,4,2,202,1266,1,0,0,3,115,67,85,0,31,98052,0
853,2014,963,3,2,212,402,1,0,0,4,79,101,94,0,42,98072,0
854,2014,518,3,2,107,2371,1,0,2,3,75,24,87,44,38,98065,0
855,2014,868,2,2,97,633,1,0,0,3,26,63,44,0,35,98115,0
856,2014,1279,3,2,181,2943,1,0,0,5,183,0,54,0,3,98007,0
857,2014,129,2,2,138,253,2,0,0,4,142,0,79,0,32,98056,0
858,2014,1077,2,2,109,1723,1,0,2,5,113,0,28,17,35,98115,0
859,2014,335,4,2,150,1210,2,0,0,4,154,0,88,0,18,98031,0
860,2014,836,2,1,120,452,1,0,0,3,36,68,29,0,35,98117,0
861,2014,419,3,2,289,1351,2,0,0,3,288,0,90,53,14,98023,0
862,2014,866,4,2,353,1618,1,0,3,5,151,157,67,0,3,98006,0
863,2014,335,5,1,211,1335,1,0,0,5,210,0,62,0,32,98058,0
864,2014,865,4,2,149,372,1,0,0,3,131,12,1,0,35,98103,0
865,2014,478,4,2,170,1603,2,0,0,3,172,0,103,0,21,98038,0
866,2014,750,2,1,50,245,1,0,0,5,53,0,6,0,35,98107,0
867,2014,556,4,2,204,1746,1,0,0,5,68,104,45,0,36,98155,0
868,2014,804,3,1,151,589,1,0,0,3,111,31,28,8,35,98118,0
869,2014,1019,4,1,145,634,1,0,0,3,87,41,45,54,35,98117,0
870,2014,316,4,1,205,2340,1,0,0,4,56,113,55,53,35,98178,0
871,2014,304,3,2,84,1844,2,0,0,3,88,0,93,0,27,98045,0
872,2014,118,3,1,58,2616,1,0,0,3,61,0,42,43,35,98106,0
873,2014,1229,3,2,138,726,1,0,0,5,142,0,40,0,35,98115,0
874,2014,240,2,1,64,1897,1,0,0,4,68,0,80,0,41,98070,0
875,2014,680,4,2,267,759,2,0,0,3,266,0,66,13,35,98118,0
876,2014,129,3,1,44,1206,1,0,0,4,48,0,70,0,18,98031,0
877,2014,1329,5,2,375,702,1,0,0,4,213,132,7,0,35,98109,0
878,2014,538,3,1,86,3039,1,0,0,4,90,0,60,45,1,98092,0
879,2014,845,4,3,375,3083,2,0,3,3,373,0,105,0,27,98045,0
880,2014,866,4,3,379,2054,2,0,0,3,377,0,108,0,3,98004,0
881,2014,623,4,2,264,1517,2,0,0,3,263,0,99,0,1,98092,0
882,2014,687,2,1,24,487,1,0,0,5,25,0,24,10,35,98117,0
883,2014,316,1,1,28,368,2,0,0,4,31,0,82,55,19,98033,0
884,2014,836,4,2,338,1926,1,0,0,4,154,145,68,0,36,98133,0
885,2014,613,3,2,149,199,2,0,0,3,72,59,114,0,16,98029,0
886,2014,942,3,1,176,452,1,0,0,3,90,65,74,0,35,98117,0
887,2014,191,2,2,117,353,2,0,0,3,120,0,105,0,21,98038,0
888,2014,803,2,1,55,1172,1,0,0,3,58,0,26,47,35,98133,0
889,2014,1383,4,2,386,2950,2,0,0,3,384,0,88,44,42,98072,0
890,2014,1451,4,2,296,409,1,0,0,3,131,127,21,51,35,98115,0
891,2014,205,3,2,132,1398,2,0,0,4,136,0,86,0,14,98023,0
892,2014,353,3,2,218,1386,1,0,0,4,104,84,78,44,18,98032,0
893,2014,31,2,1,40,645,1,0,0,4,43,0,42,26,32,98056,0
894,2014,462,4,2,132,1362,2,0,0,2,136,0,6,0,35,98144,0
895,2014,1091,5,1,364,2179,1,0,0,3,363,0,73,57,31,98052,0
896,2014,1029,4,2,210,2040,2,0,0,4,209,0,79,0,16,98027,0
897,2014,576,3,2,146,410,2,0,0,3,150,0,99,0,42,98072,0
898,2014,1066,3,2,197,1235,1,0,0,4,77,89,77,0,31,98052,0
899,2014,859,3,1,123,518,1,0,0,3,103,11,26,47,35,98107,0
900,2014,851,3,2,114,162,2,0,0,3,49,50,105,0,35,98122,0
901,2014,221,4,1,90,1505,1,0,0,3,58,25,53,0,10,98148,0
902,2014,1439,5,3,459,2919,2,0,0,4,316,139,79,0,16,98027,0
903,2014,806,3,1,140,2717,1,0,0,3,144,0,67,55,42,98072,0
904,2014,1320,4,2,286,2007,2,0,0,3,285,0,93,0,31,98052,0
905,2014,304,3,2,153,239,2,0,0,3,157,0,105,0,32,98056,0
906,2014,859,2,2,83,97,3,0,0,3,87,0,104,47,35,98103,0
907,2014,374,3,1,138,2222,1,0,0,3,142,0,81,57,32,98058,0
908,2014,12,2,1,15,1444,1,0,0,3,16,0,41,38,34,98188,0
909,2014,1420,4,3,282,889,2,0,2,3,281,0,37,42,35,98136,0
910,2014,513,3,2,141,1174,2,0,0,4,145,0,85,0,3,98007,0
911,2014,418,4,1,238,1434,1,0,0,4,146,71,76,36,32,98058,0
912,2014,1245,3,1,193,684,1,0,0,5,82,83,12,0,35,98122,0
913,2014,561,2,1,145,631,1,0,0,5,33,88,8,0,35,98146,0
914,2014,733,3,2,222,383,2,0,0,3,221,0,109,0,35,98118,0
915,2014,1108,4,2,260,537,2,0,0,3,259,0,98,50,31,98074,0
916,2014,1516,2,1,254,2653,1,0,4,3,253,0,51,38,36,98177,0
917,2014,380,3,1,98,1276,1,0,0,3,103,0,60,56,7,98014,0
918,2014,757,3,1,165,1955,1,0,0,3,168,0,67,55,32,98058,0
919,2014,859,3,1,222,1336,2,0,2,3,221,0,8,32,10,98198,0
920,2014,558,2,1,17,278,1,0,0,3,18,0,45,54,35,98117,0
921,2014,722,3,2,179,2431,2,0,0,3,181,0,95,0,27,98045,0
922,2014,766,5,2,220,2266,1,0,0,5,103,87,78,0,17,98028,0
923,2014,1042,3,2,197,1871,1,0,0,4,125,58,84,0,25,98059,0
924,2014,840,3,2,95,254,3,0,0,3,99,0,105,0,35,98117,0
925,2014,928,3,2,147,258,2,0,0,3,104,31,108,0,35,98117,0
926,2014,804,5,1,81,2019,1,0,0,4,85,0,66,0,3,98007,0
927,2014,866,4,3,227,902,1,0,0,4,88,106,14,5,35,98109,0
928,2014,27,3,1,42,1308,1,0,0,3,46,0,54,49,35,98106,0
929,2014,953,3,3,239,361,2,0,0,3,202,26,97,0,19,98033,0
930,2014,1388,2,2,248,1762,1,0,2,3,247,0,111,0,31,98053,0
931,2014,1146,2,2,127,33,3,0,0,3,130,0,107,0,35,98122,0
932,2014,359,5,3,208,1860,1,0,0,3,78,98,107,0,14,98003,0
933,2014,1045,4,2,267,692,2,0,0,3,266,0,113,3,38,98065,0
934,2014,1276,4,2,358,1229,2,0,0,3,357,0,104,47,33,98075,0
935,2014,1000,3,2,311,872,2,0,0,3,311,0,101,0,17,98028,0
936,2014,285,2,1,34,775,1,0,0,2,37,0,6,0,35,98144,0
937,2014,1207,4,3,291,2710,1,0,0,3,290,0,54,43,26,98166,0
938,2014,842,3,2,83,15,3,0,0,3,87,0,108,0,35,98109,0
939,2014,934,4,3,289,1918,2,0,0,3,199,69,42,58,35,98125,0
940,2014,1087,3,2,286,698,2,0,0,3,285,0,114,0,35,98118,0
941,2014,855,2,1,118,732,1,0,0,4,34,69,51,43,35,98116,0
942,2014,623,4,2,161,2758,1,0,0,4,77,63,65,0,32,98058,0
943,2014,89,2,1,42,1333,1,0,0,3,46,0,26,47,35,98168,0
944,2014,455,2,1,33,1523,1,0,0,4,36,0,48,0,35,98146,0
945,2014,215,4,2,184,1293,1,0,0,5,74,85,78,0,18,98031,0
946,2014,194,2,1,161,816,1,0,0,4,47,86,43,0,35,98178,0
947,2014,1045,4,1,85,924,1,0,0,3,36,44,26,47,35,98117,0
948,2014,1143,4,2,215,2194,2,0,0,4,214,0,82,55,31,98052,0
949,2014,1252,2,1,164,487,1,0,0,4,56,80,23,0,35,98112,0
950,2014,1207,3,2,189,1965,2,0,0,4,190,0,87,0,31,98052,0
951,2014,660,5,2,254,658,2,0,0,3,253,0,101,0,32,98058,0
952,2014,1111,4,2,310,2303,1,0,0,3,175,105,65,37,3,98006,0
953,2014,874,3,1,178,1490,1,0,0,4,53,98,46,33,35,98117,0
954,2014,818,3,2,84,91,2,0,0,3,56,23,105,0,35,98107,0
955,2014,845,4,2,200,479,1,0,0,4,76,93,86,0,35,98116,0
956,2014,1320,6,2,215,591,1,0,0,3,88,95,52,52,35,98119,0
957,2014,1326,4,1,258,2312,1,0,2,4,144,87,87,0,3,98006,0
958,2014,614,2,2,78,113,2,0,0,3,47,28,112,1,35,98144,0
959,2014,1472,4,2,231,2872,1,0,0,4,230,0,67,0,19,98033,0
960,2014,690,2,1,54,2954,1,0,0,4,57,0,43,0,1,98001,0
961,2014,258,3,1,130,1354,2,0,0,3,134,0,82,0,18,98031,0
962,2014,931,4,2,169,1755,1,0,0,4,171,0,67,0,31,98052,0
963,2014,1038,2,1,127,497,1,0,0,4,77,36,8,0,35,98116,0
964,2014,774,3,1,202,2894,1,0,0,3,202,0,53,0,42,98077,0
965,2014,866,4,3,476,2977,1,0,0,3,465,0,101,0,31,98053,0
966,2014,366,3,1,60,1893,1,0,0,4,63,0,55,53,31,98052,0
967,2014,419,3,1,118,1189,1,0,0,4,121,0,65,0,32,98056,0
968,2014,615,4,1,91,581,1,0,0,3,94,0,29,0,35,98122,0
969,2014,792,1,2,214,1988,1,0,0,3,120,72,76,0,42,98072,0
970,2014,866,4,3,490,2495,1,0,3,3,224,200,95,0,3,98006,0
971,2014,596,4,3,307,1864,2,0,0,3,307,0,102,0,21,98038,0
972,2014,103,3,1,54,702,1,0,0,4,57,0,67,0,32,98056,0
973,2014,608,3,1,120,1829,1,0,0,4,123,0,59,0,17,98028,0
974,2014,638,2,1,155,1000,2,0,0,4,159,0,45,0,35,98126,0
975,2014,779,4,1,75,442,1,0,0,3,79,0,0,49,35,98103,0
976,2014,714,4,2,307,1569,2,0,0,3,307,0,104,47,21,98038,0
977,2014,1363,3,1,130,50,2,0,0,3,134,0,15,0,35,98109,0
978,2014,407,3,2,104,2745,1,0,0,2,70,26,87,0,1,98092,0
979,2014,866,4,2,313,1374,1,0,4,4,117,148,70,0,35,98117,0
980,2014,435,6,3,175,1174,1,0,0,4,177,0,66,0,32,98056,0
981,2014,277,2,1,26,1555,1,0,0,4,27,0,53,27,36,98133,0
982,2014,750,2,1,89,487,2,0,0,3,92,0,48,38,35,98105,0
983,2014,366,3,1,211,1343,1,0,0,4,58,115,67,0,32,98059,0
984,2014,943,3,1,127,651,2,0,0,3,130,0,41,53,35,98126,0
985,2014,1505,4,2,280,2347,1,0,2,4,157,98,26,37,35,98144,0
986,2014,1558,6,3,317,363,2,0,0,4,218,75,19,29,35,98103,0
987,2014,1245,4,1,147,496,1,0,0,3,151,0,21,44,35,98103,0
988,2014,407,2,1,26,1120,1,0,0,3,27,0,55,28,31,98052,0
989,2014,388,3,1,61,1276,1,0,0,3,64,0,18,0,35,98106,0
990,2014,138,3,1,142,1902,1,0,0,3,63,61,67,55,14,98003,0
991,2014,330,3,2,207,636,2,0,0,3,206,0,102,0,9,98042,0
992,2014,118,4,1,219,2718,1,0,0,3,76,109,50,49,34,98198,0
993,2014,253,4,2,189,1058,2,0,0,3,190,0,89,0,14,98023,0
994,2014,1242,4,2,283,1400,2,0,0,3,282,0,106,0,35,98125,0
995,2014,866,4,3,483,2506,1,0,0,3,272,185,62,38,22,98039,0
996,2014,364,3,1,38,1419,1,0,0,4,22,16,50,27,36,98177,0
997,2014,1310,3,2,301,2055,2,0,2,3,300,0,92,0,3,98008,0
998,2014,1553,3,2,249,1108,2,0,1,5,248,0,39,0,35,98115,0
999,2014,1009,3,2,337,3031,1,0,0,4,337,0,87,0,32,98055,0
1000,2014,604,3,2,150,487,2,0,0,3,154,0,103,0,38,98065,0
1001,2014,899,5,3,354,2887,2,0,0,3,353,0,89,0,32,98059,0
1002,2014,725,3,1,74,589,1,0,0,5,78,0,6,0,35,98108,0
1003,2014,513,4,2,224,1116,2,0,0,4,223,0,99,0,21,98038,0
1004,2014,1121,3,2,262,1689,2,0,0,3,261,0,104,47,31,98053,0
1005,2014,1335,4,2,274,2205,1,0,0,4,162,85,76,36,31,98052,0
1006,2014,215,4,1,267,979,1,0,0,4,125,109,61,45,18,98032,0
1007,2014,584,2,1,67,487,1,0,0,3,72,0,47,56,35,98199,0
1008,2014,836,4,1,142,1354,1,0,0,4,72,54,50,27,35,98133,0
1009,2014,17,3,1,66,1827,1,0,0,4,70,0,69,0,14,98023,0
1010,2014,866,3,1,378,1674,1,0,2,5,171,162,57,0,35,98105,0
1011,2014,455,3,1,72,2884,1,0,0,4,76,0,59,0,16,98027,0
1012,2014,1119,3,2,150,520,2,0,0,3,154,0,92,0,35,98122,0
1013,2014,496,3,1,80,2106,1,0,0,4,84,0,54,23,3,98006,0
1014,2014,1085,5,2,318,2246,2,0,0,3,317,0,77,48,33,98074,0
1015,2014,468,3,1,55,1928,1,0,0,4,58,0,67,0,17,98028,0
1016,2014,574,4,1,134,2018,2,0,0,4,138,0,22,0,36,98133,0
1017,2014,366,6,5,314,846,2,0,0,3,314,0,78,0,1,98002,0
1018,2014,91,1,1,29,53,1,0,0,3,24,3,107,0,35,98126,0
1019,2014,910,3,2,195,1463,1,0,0,3,54,109,63,52,3,98008,0
1020,2014,432,4,2,174,1845,1,0,0,4,75,75,59,0,19,98034,0
1021,2014,451,3,2,218,684,2,0,0,3,217,0,104,47,21,98038,0
1022,2014,447,4,2,135,1080,1,0,0,3,33,82,47,55,35,98106,0
1023,2014,884,4,1,207,558,1,0,0,4,85,89,25,15,35,98136,0
1024,2014,114,4,2,150,912,1,0,0,3,154,0,78,0,1,98002,0
1025,2014,709,4,1,181,1113,1,0,0,4,48,106,41,42,35,98133,0
1026,2014,249,3,1,91,1609,1,0,0,4,94,0,57,45,32,98056,0
1027,2014,1446,4,2,389,2357,1,0,4,4,172,171,38,0,35,98146,0
1028,2014,498,5,3,307,732,2,0,0,3,307,0,3,49,35,98122,0
1029,2014,633,3,1,58,332,1,0,0,4,61,0,20,0,35,98115,0
1030,2014,1125,4,2,394,1435,2,0,0,3,391,0,107,0,38,98065,0
1031,2014,743,3,2,193,3073,2,0,0,3,126,54,103,0,11,98019,0
1032,2014,596,3,1,149,166,2,0,0,3,104,32,108,0,35,98108,0
1033,2014,750,3,1,84,161,3,0,0,3,88,0,107,0,35,98115,0
1034,2014,690,3,2,185,281,2,0,0,3,151,30,108,0,35,98108,0
1035,2014,1430,4,2,349,1455,2,0,0,3,349,0,114,0,19,98033,0
1036,2014,901,3,2,75,84,3,0,0,3,79,0,108,0,35,98103,0
1037,2014,1489,4,3,345,723,2,0,0,3,261,69,108,0,35,98115,0
1038,2014,922,4,2,287,1636,2,0,0,3,286,0,106,0,32,98059,0
1039,2014,1341,3,2,141,86,3,0,0,3,145,0,114,0,35,98112,0
1040,2014,454,4,2,237,426,2,0,0,3,236,0,113,3,1,98001,0
1041,2014,675,3,2,165,359,2,0,0,3,168,0,114,0,38,98065,0
1042,2014,874,5,3,483,335,3,0,2,3,362,127,113,3,35,98119,0
1043,2014,374,2,2,134,304,2,0,0,3,81,38,109,0,35,98106,0
1044,2014,1353,4,3,340,632,2,0,0,3,219,95,109,0,16,98027,0
1045,2014,188,2,1,92,1174,1,0,0,3,95,0,93,0,34,98188,0
1046,2014,432,3,1,47,1075,1,0,0,4,50,0,47,32,35,98133,0
1047,2014,966,4,2,177,867,2,0,0,3,179,0,94,0,16,98029,0
1048,2014,1265,3,2,195,70,3,0,3,3,196,0,100,0,35,98103,0
1049,2014,578,3,1,191,1772,1,0,0,4,192,0,61,45,19,98033,0
1050,2014,84,2,1,62,1303,1,0,0,3,65,0,80,0,10,98198,0
1051,2014,707,1,1,43,2867,1,0,0,5,47,0,45,0,7,98014,0
1052,2014,1387,4,2,387,1820,2,0,0,3,385,0,98,50,31,98074,0
1053,2014,1544,2,1,176,1780,2,0,0,3,178,0,87,44,3,98004,0
1054,2014,99,4,2,197,1465,2,0,0,3,198,0,50,49,35,98178,0
1055,2014,92,3,1,99,1235,1,0,0,3,50,40,81,57,9,98042,0
1056,2014,866,4,3,407,870,2,0,0,3,372,31,9,39,35,98112,0
1057,2014,327,3,2,174,370,2,0,0,3,176,0,97,0,32,98056,0
1058,2014,756,4,2,205,2193,1,0,0,4,81,91,79,0,33,98074,0
1059,2014,1118,4,2,258,2406,2,0,0,4,257,0,88,0,25,98059,0
1060,2014,1138,4,2,299,950,1,0,0,4,125,133,48,0,35,98118,0
1061,2014,118,3,1,80,672,1,0,0,4,84,0,16,0,35,98118,0
1062,2014,919,3,2,177,1304,2,0,0,3,179,0,90,53,19,98033,0
1063,2014,1031,3,2,272,929,2,0,0,3,271,0,99,0,19,98034,0
1064,2014,943,3,2,208,1990,2,0,0,3,126,64,98,50,39,98068,0
1065,2014,836,4,2,164,270,1,0,2,4,34,104,9,33,35,98103,0
1066,2014,215,3,2,70,1202,1,0,0,3,75,0,84,0,1,98001,0
1067,2014,139,3,1,55,1706,1,0,2,5,58,0,56,0,12,98022,0
1068,2014,160,5,2,180,935,1,0,0,3,182,0,41,16,35,98146,0
1069,2014,610,3,2,127,1401,1,0,0,3,68,44,61,48,5,98011,0
1070,2014,1455,5,3,316,2362,1,0,2,4,187,99,73,0,23,98040,0
1071,2014,563,3,2,215,1271,2,0,0,3,214,0,88,44,33,98074,0
1072,2014,213,2,1,66,810,1,0,0,3,70,0,47,56,35,98106,0
1073,2014,513,3,1,45,1359,1,0,0,5,49,0,69,0,19,98034,0
1074,2014,68,3,1,78,2291,1,0,0,4,82,0,62,0,1,98001,0
1075,2014,284,3,1,101,2073,1,0,0,3,36,58,57,44,35,98106,0
1076,2014,887,3,3,248,967,2,0,3,3,150,76,97,0,35,98118,0
1077,2014,866,3,3,410,1174,2,0,0,3,405,0,107,0,19,98033,0
1078,2014,982,5,3,333,3086,1,0,0,5,194,109,31,0,16,98027,0
1079,2014,455,3,1,81,1706,1,0,0,3,85,0,69,54,42,98077,0
1080,2014,1517,4,2,235,935,2,0,0,4,217,10,26,37,35,98115,0
1081,2014,361,2,1,26,756,1,0,0,4,27,0,25,15,35,98118,0
1082,2014,363,3,2,295,907,2,0,0,3,294,0,102,0,1,98092,0
1083,2014,1232,4,2,273,1610,1,0,0,3,154,90,72,46,19,98033,0
1084,2014,92,2,1,58,469,1,0,0,4,61,0,72,0,10,98198,0
1085,2014,660,3,1,261,1822,1,0,1,4,134,98,62,0,10,98198,0
1086,2014,539,2,0,32,1337,1,0,2,5,6,31,9,32,35,98108,0
1087,2014,241,3,2,189,1678,1,0,0,3,134,44,69,54,18,98042,0
1088,2014,460,3,2,165,2016,2,0,0,3,168,0,95,0,21,98038,0
1089,2014,1504,5,4,510,2813,2,0,0,3,489,0,77,48,3,98005,0
1090,2014,134,3,1,51,1379,1,0,0,3,54,0,56,45,35,98106,0
1091,2014,722,3,2,253,2922,2,0,0,3,175,61,85,0,16,98027,0
1092,2014,1068,4,2,320,864,2,0,2,3,319,0,98,50,38,98065,0
1093,2014,237,3,1,55,1688,1,0,0,3,58,0,73,57,32,98058,0
1094,2014,1195,4,2,242,1011,1,0,2,3,138,80,64,44,36,98177,0
1095,2014,494,4,2,165,802,1,0,0,3,57,80,102,0,32,98055,0
1096,2014,779,4,2,145,941,1,0,0,3,35,86,45,54,35,98126,0
1097,2014,977,3,1,89,2960,1,0,0,3,92,0,83,53,31,98053,0
1098,2014,202,3,1,162,2659,1,0,0,3,166,0,53,0,35,98168,0
1099,2014,964,2,1,52,671,1,0,0,3,42,9,39,16,35,98103,0
1100,2014,1500,4,3,304,795,1,0,3,3,69,170,63,57,36,98177,0
1101,2014,725,3,1,67,337,1,0,0,5,72,0,6,0,35,98103,0
1102,2014,934,4,2,364,2136,2,0,0,3,363,0,92,0,17,98028,0
1103,2014,1255,4,2,378,3070,2,0,0,3,376,0,101,0,30,98051,0
1104,2014,774,2,1,74,487,1,0,0,3,60,11,40,40,35,98126,0
1105,2014,139,4,2,216,1423,2,0,0,3,215,0,93,0,28,98047,0
1106,2014,943,3,1,114,487,1,0,1,4,46,54,48,0,35,98118,0
1107,2014,866,4,2,359,419,2,0,0,3,202,127,108,0,35,98109,0
1108,2014,977,3,2,117,209,2,0,0,3,52,50,107,0,35,98115,0
1109,2014,1090,4,2,245,754,2,0,0,3,244,0,101,0,19,98034,0
1110,2014,1090,3,2,225,1693,2,0,0,4,224,0,87,0,3,98007,0
1111,2014,1125,4,2,281,2914,2,0,0,3,280,0,86,0,42,98072,0
1112,2014,39,3,1,50,2672,1,0,0,3,53,0,66,13,7,98014,0
1113,2014,622,3,2,113,167,2,0,0,3,92,13,103,0,16,98027,0
1114,2014,316,3,1,248,902,1,0,0,3,94,115,35,20,35,98178,0
1115,2014,1301,4,2,311,2292,2,0,0,3,311,0,98,50,33,98075,0
1116,2014,1245,4,2,333,2903,2,0,0,3,333,0,96,0,31,98053,0
1117,2014,416,4,2,191,1681,1,0,0,4,192,0,78,44,14,98023,0
1118,2014,1010,3,2,195,419,2,0,0,3,196,0,98,50,19,98033,0
1119,2014,293,3,2,197,986,2,0,0,3,198,0,93,0,21,98038,0
1120,2014,725,3,2,273,2099,2,0,0,3,272,0,94,0,36,98155,0
1121,2014,366,2,1,44,2342,1,0,0,3,48,0,49,42,35,98106,0
1122,2014,636,3,1,127,2243,1,0,0,5,130,0,67,0,16,98027,0
1123,2014,147,2,1,103,3011,1,0,0,3,107,0,40,41,31,98053,0
1124,2014,1245,4,3,302,1380,2,0,0,3,301,0,106,0,35,98133,0
1125,2014,253,6,2,224,1641,1,0,0,3,223,0,77,48,1,98002,0
1126,2014,1169,4,3,244,2319,2,0,3,3,150,73,94,0,19,98033,0
1127,2014,866,3,2,300,2867,2,0,0,5,299,0,78,0,3,98005,0
1128,2014,866,3,2,483,2678,2,0,0,3,472,0,92,0,19,98033,0
1129,2014,688,3,2,111,579,1,0,0,3,115,0,107,0,31,98053,0
1130,2014,1485,5,3,524,902,2,0,2,3,394,177,106,0,16,98027,0
1131,2014,467,4,2,224,543,2,0,0,3,223,0,114,0,35,98146,0
1132,2014,866,5,4,523,1551,2,0,2,3,411,161,105,0,19,98033,0
1133,2014,1527,3,4,431,2297,2,0,3,3,406,18,109,0,19,98034,0
1134,2014,1561,4,3,423,1584,1,0,1,3,288,122,107,0,19,98033,0
1135,2014,1010,3,3,184,72,2,0,0,3,140,37,107,0,16,98029,0
1136,2014,539,3,2,126,65,3,0,0,3,128,0,109,0,35,98103,0
1137,2014,845,4,2,360,2772,2,0,0,4,359,0,83,0,18,98042,0
1138,2014,428,3,2,157,1179,2,0,0,3,161,0,94,0,32,98055,0
1139,2014,1538,4,3,382,2781,2,0,0,3,380,0,83,53,19,98033,0
1140,2014,293,1,0,70,2373,1,0,0,5,38,30,62,0,12,98022,0
1141,2014,73,3,1,34,772,1,0,0,3,37,0,69,58,9,98042,0
1142,2014,1308,4,2,322,2543,2,0,0,3,321,0,98,50,33,98075,0
1143,2014,866,3,2,349,2275,1,0,2,4,171,143,66,0,3,98004,0
1144,2014,577,2,1,27,378,1,0,0,3,29,0,18,0,35,98107,0
1145,2014,1339,4,2,244,1420,2,0,0,4,243,0,87,0,3,98006,0
1146,2014,528,2,1,55,2485,1,0,0,3,58,0,77,48,42,98072,0
1147,2014,1125,3,1,202,2252,1,0,0,4,99,76,84,0,31,98052,0
1148,2014,885,2,1,129,215,1,0,0,4,26,83,4,0,35,98109,0
1149,2014,1062,4,1,330,2875,1,0,3,3,125,156,50,49,32,98056,0
1150,2014,1473,3,1,145,661,2,0,0,3,149,0,7,27,35,98119,0
1151,2014,1090,3,1,142,726,1,0,0,5,56,66,8,0,35,98115,0
1152,2014,725,4,3,357,1670,2,0,0,3,257,82,90,53,18,98031,0
1153,2014,380,3,1,239,1276,1,0,0,3,238,0,76,0,11,98019,0
1154,2014,1096,4,2,299,2417,1,0,3,3,157,112,81,57,10,98198,0
1155,2014,137,3,1,38,902,1,0,0,2,41,0,56,0,35,98146,0
1156,2014,284,2,1,31,11,2,0,0,3,34,0,105,0,35,98115,0
1157,2014,729,3,2,117,187,2,0,0,3,63,39,107,0,35,98136,0
1158,2014,366,6,2,199,2059,1,0,0,4,199,0,43,0,32,98056,0
